Timestamp,Sensor ID,Resistance (Ohms)
0,132,247722.0
0,133,270519.94
0,134,181775.2
0,135,168487.23
0,136,9.0
0,137,259516.41
0,138,224286.38
0,139,200372.44
0,140,464030.22
0,141,1047538.25
0,143,1104706.25
0,144,291000.94
0,145,228350.36
0,147,554953.56
0,148,228350.36
0,149,249343.33
0,150,168487.23
0,151,154916.88
0,152,238404.23
0,153,247722.0
0,154,208166.61
0,155,180007.05
0,156,453376.31
0,157,1021098.0
0,159,1168407.75
0,160,101107.15
0,161,76582.78
0,162,41236648.0
0,163,181775.2
0,164,68495.18
0,165,75150.5
0,166,41231.89
0,167,29781.9
0,168,67607.45
0,169,77132.37
0,170,64248.41
0,171,59839.7
0,172,135678.13
0,173,342466.06
0,174,2281414.5
0,175,371844.06
0,176,156920.77
0,177,120045.84
0,179,443190.66
0,180,162510.41
0,181,170836.67
0,182,129749.39
0,183,126057.8
0,184,193115.83
0,185,211686.56
0,186,178271.17
0,187,159669.61
0,188,345505.16
0,189,798689.19
0,191,949156.06
0,192,82411.44
0,193,61913.8
0,194,3739632.0
0,195,158283.95
0,196,57436.91
0,197,64248.41
0,198,43082.99
0,199,46509.86
0,200,71768.73
0,201,79015.79
0,202,67461.43
0,203,51769.16
0,204,153607.47
0,205,345505.16
0,206,3427156.75
0,207,433443.13
0,208,48602.43
0,209,49968.89
0,211,153607.47
0,212,47779.54
0,213,51400.52
0,214,35607.43
0,215,33949.98
0,216,55505.07
0,217,66171.63
0,218,52048.56
0,219,45819.87
0,220,121708.66
0,221,282459.94
0,222,2160810.0
0,223,364900.16
0,224,180007.05
0,225,185412.09
0,227,486878.47
0,228,158283.95
0,229,176566.75
0,230,128807.84
0,231,128807.84
0,232,197199.95
0,233,207017.98
0,234,164704.23
0,235,153607.47
0,236,386533.09
0,237,739870.31
0,239,995947.5
0,240,562801.13
0,241,525601.69
0,243,1104706.25
0,244,448226.91
0,245,525601.69
0,246,398313.38
0,247,361522.09
0,248,512040.41
0,249,525601.69
0,250,406563.53
0,251,371844.06
0,252,739870.31
0,253,1412230.62
0,255,1954059.5
0,256,382755.88
0,257,286669.0
0,259,539886.25
0,260,199304.2
0,261,215321.92
0,262,156247.44
0,263,155579.47
0,264,212885.25
0,265,219078.45
0,266,139374.64
0,267,120045.84
0,268,348597.13
0,269,906523.81
