Timestamp,Sensor ID,Resistance (Ohms)
0,158,1.0
0,163,1954059.5
0,164,3739632.0
0,165,713556.69
0,166,739870.31
0,167,783136.19
0,168,906523.81
0,169,906523.81
0,170,798689.19
0,171,814864.38
0,172,726478.5
0,173,4114602.0
0,178,2416207.75
0,179,2567850.0
0,180,13738837.0
0,183,41236648.0
0,184,1954059.5
0,186,8239274.0
0,195,689026.94
0,196,713556.69
0,197,739870.31
0,198,677375.31
0,199,458642.75
0,200,512040.41
0,201,554953.56
0,202,644639.88
0,203,1576342.37
0,208,1239830.62
0,209,1783265.5
0,210,6864383.5
0,211,4572899.0
0,212,1517586.25
0,213,1021098.0
0,214,1708543.37
0,215,1412230.62
0,216,1783265.5
0,217,1168407.75
0,218,2567850.0
0,223,4114602.0
0,224,8239274.0
0,225,291000.94
0,226,266753.63
0,227,345505.16
0,228,325269.19
0,229,291000.94
0,230,231138.89
0,231,224286.38
0,232,195137.56
0,233,995947.5
0,238,390383.59
0,239,605552.69
2025-08-01 14:47:20.94,0,286669.0
2025-08-01 14:47:20.94,1,297741.34
2025-08-01 14:47:20.94,2,406563.53
2025-08-01 14:47:20.94,3,295461.25
2025-08-01 14:47:20.94,4,322564.88
2025-08-01 14:47:20.94,5,282459.94
2025-08-01 14:47:20.94,6,236916.36
2025-08-01 14:47:20.94,7,263087.09
2025-08-01 14:47:20.94,8,1047538.25
2025-08-01 14:47:20.94,13,1021098.0
2025-08-01 14:47:20.94,14,1708543.37
2025-08-01 14:47:20.94,15,263087.09
2025-08-01 14:47:20.94,16,242977.38
2025-08-01 14:47:20.94,17,390383.59
2025-08-01 14:47:20.94,18,263087.09
2025-08-01 14:47:20.94,19,288819.28
2025-08-01 14:47:20.94,20,291000.94
2025-08-01 14:47:20.94,21,282459.94
2025-08-01 14:47:20.94,22,361522.09
2025-08-01 14:47:20.94,23,1954059.5
2025-08-01 14:47:20.94,28,2160810.0
2025-08-01 14:47:20.94,29,5882318.0
2025-08-01 14:47:20.94,30,83459.98
2025-08-01 14:47:20.94,31,86981.1
2025-08-01 14:47:20.94,32,146761.64
2025-08-01 14:47:20.94,33,100511.02
2025-08-01 14:47:20.94,34,103871.22
2025-08-01 14:47:20.94,35,91273.29
2025-08-01 14:47:20.94,36,82619.26
2025-08-01 14:47:20.94,37,102934.72
2025-08-01 14:47:20.94,38,570869.69
2025-08-01 14:47:20.94,43,666105.69
2025-08-01 14:47:20.94,44,1047538.25
2025-08-01 14:47:20.94,45,37394.58
2025-08-01 14:47:20.94,46,33120.28
2025-08-01 14:47:20.94,47,78632.63
2025-08-01 14:47:20.94,48,53878.4
2025-08-01 14:47:20.94,49,55505.07
2025-08-01 14:47:20.94,50,51400.52
2025-08-01 14:47:20.94,51,44059.56
2025-08-01 14:47:20.94,52,60679.09
2025-08-01 14:47:20.94,53,282459.94
2025-08-01 14:47:20.94,58,424105.97
2025-08-01 14:47:20.94,59,605552.69
2025-08-01 14:47:20.94,60,90286.98
2025-08-01 14:47:20.94,61,89800.98
2025-08-01 14:47:20.94,62,133646.8
2025-08-01 14:47:20.94,63,76401.11
2025-08-01 14:47:20.94,64,77688.98
2025-08-01 14:47:20.94,65,65060.64
2025-08-01 14:47:20.94,66,67607.45
2025-08-01 14:47:20.94,67,99048.3
2025-08-01 14:47:20.94,68,475185.53
2025-08-01 14:47:20.94,73,587708.56
2025-08-01 14:47:20.94,74,1047538.25
2025-08-01 14:47:20.94,75,233993.42
2025-08-01 14:47:20.94,76,319903.75
2025-08-01 14:47:20.94,77,443190.66
2025-08-01 14:47:20.94,78,291000.94
2025-08-01 14:47:20.94,79,300055.72
2025-08-01 14:47:20.94,80,314707.31
2025-08-01 14:47:20.94,81,249343.33
2025-08-01 14:47:20.94,82,270519.94
2025-08-01 14:47:20.94,83,1239830.62
2025-08-01 14:47:20.94,88,1639798.75
2025-08-01 14:47:20.94,89,2416207.75
2025-08-01 14:47:20.94,90,70964.81
2025-08-01 14:47:20.94,91,71931.43
2025-08-01 14:47:20.94,92,86981.1
2025-08-01 14:47:20.94,93,59721.41
2025-08-01 14:47:20.94,94,50497.87
2025-08-01 14:47:20.94,95,48105.91
2025-08-01 14:47:20.94,96,35405.99
2025-08-01 14:47:20.94,97,59252.22
2025-08-01 14:47:20.94,98,330812.0
2025-08-01 14:47:20.94,103,438263.88
2025-08-01 14:47:20.94,104,677375.31
2025-08-01 14:47:20.94,105,27598.24
2025-08-01 14:47:20.94,106,24620.26
2025-08-01 14:47:20.94,107,22484.63
